name,PKG,DRAM,TIME,AV_POWER
optimized_list_events,86.37728099999367,5.072130999993533,3.36264326798846,25.68731623193106
prefetch_list_events,395.3017830000026,23.775330000004033,15.554244879007456,25.414398839349346
naive_list_events,1055.5978229999891,58.90140000000247,42.16877800600196,25.032687047505718
optimized_list_events,90.37879699999758,5.104479000001447,3.360402011006954,26.895233577400255
prefetch_list_events,405.6302480000013,24.08074900000065,15.6041450240009,25.995031921075917
naive_list_events,1060.6100779999979,58.28995099999884,41.95234586199513,25.281305638758347
optimized_list_events,86.91585400000622,5.155505000002449,3.394672504000482,25.60360503040557
prefetch_list_events,398.3324149999971,23.82336400001077,15.484439356994699,25.724690821308986
naive_list_events,1065.7548399999941,58.4241059999913,41.91490286200133,25.426632706482362
optimized_list_events,89.15022300000419,5.026660000003176,3.3260340900014853,26.80376105223996
